,bid_px1,bid_sz1,ask_px1,ask_sz1,bid_px2,bid_sz2,ask_px2,ask_sz2,bid_px3,bid_sz3,ask_px3,ask_sz3
0,8137.3,4,8137.700000000001,26,8137.1,4,8137.900000000001,9,8136.900000000001,4,8138.1,12
1,8126.3,4,8126.6,14,8126.0,4,8126.900000000001,5,8125.7,4,8127.200000000001,6
2,8134.3,4,8134.700000000001,5,8134.0,4,8135.000000000001,22,8134.1,4,8134.900000000001,7
3,8128.0,7,8128.400000000001,13,8127.9,6,8128.500000000001,10,8127.8,4,8128.6,8
4,8120.3,4,8120.6,4,8120.1,8,8120.8,12,8119.8,4,8121.1,4
5,8138.5,4,8138.8,8,8138.2,5,8139.1,13,8138.0,4,8139.3,5
6,8125.6,4,8126.0,10,8125.400000000001,4,8126.2,17,8125.400000000001,4,8126.2,5
7,8133.3,14,8133.700000000001,42,8133.0,6,8134.000000000001,17,8132.7,4,8134.300000000001,5
8,8140.900000000001,4,8141.200000000001,8,8140.700000000001,4,8141.400000000001,23,8140.6,4,8141.500000000001,5
9,8142.700000000001,4,8143.0,14,8142.400000000001,4,8143.3,28,8142.200000000001,4,8143.5,4
10,8141.0,4,8141.400000000001,23,8140.8,4,8141.6,19,8140.4,4,8142.000000000001,7
11,8148.700000000001,6,8149.1,24,8148.400000000001,4,8149.400000000001,16,8148.200000000001,4,8149.6,4
12,8148.400000000001,5,8148.8,4,8148.3,7,8148.900000000001,4,8148.200000000001,4,8149.0,4
13,8153.6,8,8153.900000000001,4,8153.5,11,8154.000000000001,4,8153.200000000001,4,8154.3,4
14,8143.400000000001,10,8143.8,4,8143.200000000001,25,8144.0,4,8142.8,9,8144.400000000001,4
15,8156.1,4,8156.5,4,8155.8,8,8156.8,6,8155.6,15,8157.0,11
16,8123.900000000001,13,8124.200000000001,9,8123.6,7,8124.500000000001,5,8123.6,15,8124.500000000001,10
17,8151.200000000001,19,8151.6,8,8151.000000000001,7,8151.8,4,8150.700000000001,22,8152.1,9
18,8159.3,11,8159.700000000001,5,8159.0,19,8160.000000000001,8,8158.8,13,8160.200000000001,6
19,8157.8,4,8158.1,4,8157.6,10,8158.3,4,8157.5,14,8158.400000000001,4
