,bid_px1,bid_sz1,ask_px1,ask_sz1,bid_px2,bid_sz2,ask_px2,ask_sz2,bid_px3,bid_sz3,ask_px3,ask_sz3
0,3368.3,6,3368.7000000000003,12,3368.2000000000003,4,3368.8,4,3368.0,7,3369.0000000000005,15
1,3363.7000000000003,7,3364.0,6,3363.6000000000004,5,3364.1,5,3363.2000000000003,16,3364.5,16
2,3366.9,4,3367.2000000000003,5,3366.7000000000003,4,3367.4,4,3366.4,4,3367.7000000000003,6
3,3373.5,11,3373.8,14,3373.2,5,3374.1000000000004,7,3373.2,7,3374.1000000000004,10
4,3361.9,8,3362.2000000000003,6,3361.8,5,3362.3,4,3361.6,7,3362.5000000000005,5
5,3360.5,8,3360.9,16,3360.3,4,3361.1,8,3360.3,4,3361.1,7
6,3362.4,6,3362.7000000000003,10,3362.1,4,3363.0000000000005,4,3362.0,6,3363.1000000000004,10
7,3384.1000000000004,4,3384.4,6,3384.0000000000005,4,3384.5,4,3383.5000000000005,8,3385.0,13
8,3398.3,4,3398.6000000000004,8,3398.0,4,3398.9000000000005,21,3397.8,4,3399.1000000000004,4
9,3394.3,4,3394.7000000000003,26,3394.0,4,3395.0000000000005,5,3393.7000000000003,4,3395.3,4
10,3382.6000000000004,4,3382.9,4,3382.5000000000005,6,3383.0,13,3382.2000000000003,4,3383.3,4
11,3425.7000000000003,4,3426.0,4,3425.5000000000005,5,3426.2,4,3425.4,5,3426.3,4
12,3422.0,4,3422.3,5,3421.9,4,3422.4,4,3421.7,6,3422.6000000000004,8
13,3420.8,10,3421.1000000000004,15,3420.5,4,3421.4000000000005,4,3420.3,23,3421.6000000000004,34
14,3416.0,4,3416.4,15,3415.7,4,3416.7000000000003,11,3415.6,4,3416.8,13
15,3410.6000000000004,8,3411.0,14,3410.5000000000005,4,3411.1,4,3410.4000000000005,7,3411.2,12
16,3392.7000000000003,4,3393.1000000000004,4,3392.6000000000004,13,3393.2000000000003,26,3392.2000000000003,4,3393.6000000000004,4
17,3396.2000000000003,7,3396.6000000000004,11,3395.9,15,3396.9000000000005,24,3396.0000000000005,4,3396.8,5
18,3393.7000000000003,5,3394.1000000000004,13,3393.6000000000004,4,3394.2000000000003,10,3393.5000000000005,5,3394.3,12
19,3392.7000000000003,6,3393.1000000000004,11,3392.4,4,3393.4000000000005,8,3392.3,4,3393.5000000000005,6
20,3396.1000000000004,9,3396.4,11,3395.9000000000005,10,3396.6,11,3395.8,4,3396.7000000000003,4
21,3399.0,8,3399.3,7,3398.9,5,3399.4,4,3398.6,17,3399.7000000000003,14
22,3366.4,7,3366.7000000000003,4,3366.2000000000003,4,3366.9,4,3366.1,7,3367.0000000000005,4
23,3385.9,28,3386.2000000000003,18,3385.8,13,3386.3,8,3385.4,4,3386.7000000000003,4
24,3383.0,4,3383.4,5,3382.8,4,3383.6,6,3382.6,4,3383.8,6
25,3383.7000000000003,4,3384.0,5,3383.6000000000004,4,3384.1,4,3383.3,4,3384.4,5
26,3350.6000000000004,10,3351.0,6,3350.3,6,3351.3,4,3350.1000000000004,4,3351.5,4
27,3355.7000000000003,15,3356.0,14,3355.6000000000004,6,3356.1,6,3355.3,10,3356.4,9
28,3363.6000000000004,14,3364.0,9,3363.5000000000005,10,3364.1,6,3363.2000000000003,9,3364.4,6
29,3366.0,12,3366.4,9,3365.9,10,3366.5,8,3365.8,6,3366.6,4
30,3346.5,6,3346.8,4,3346.2,5,3347.1000000000004,4,3346.1,8,3347.2000000000003,4
31,3306.6000000000004,6,3307.0,4,3306.5000000000005,9,3307.1,4,3306.0000000000005,5,3307.6,4
32,3316.1000000000004,17,3316.5,4,3315.8,4,3316.8,4,3315.8,16,3316.8,4
33,3315.8,6,3316.1000000000004,8,3315.7000000000003,4,3316.2000000000003,7,3315.4,5,3316.5000000000005,7
34,3281.9,4,3282.3,4,3281.8,8,3282.4,24,3281.7000000000003,4,3282.5,5
35,3289.1000000000004,4,3289.4,4,3289.0000000000005,5,3289.5,4,3288.6000000000004,4,3289.9,4
36,3313.6000000000004,14,3313.9,9,3313.5000000000005,5,3314.0,4,3313.1000000000004,4,3314.4,4
37,3267.1000000000004,4,3267.5,4,3267.0000000000005,7,3267.6,8,3266.8,7,3267.8,7
38,3280.0,11,3280.3,13,3279.9,9,3280.4,10,3279.7,9,3280.6000000000004,11
39,3309.4,5,3309.8,6,3309.1,4,3310.1000000000004,5,3308.9,6,3310.3,8
40,3301.5,19,3301.9,9,3301.3,5,3302.1,4,3301.1,6,3302.3,4
41,3301.2000000000003,6,3301.6000000000004,13,3301.0000000000005,4,3301.8,9,3300.6000000000004,4,3302.2000000000003,6
42,3308.6000000000004,6,3308.9,20,3308.3,4,3309.2000000000003,14,3308.1000000000004,4,3309.4,4
43,3331.2000000000003,4,3331.6000000000004,7,3331.0000000000005,4,3331.8,7,3331.0000000000005,4,3331.8,5
44,3327.1000000000004,13,3327.4,25,3326.9000000000005,11,3327.6,20,3326.8,4,3327.7000000000003,7
45,3325.3,9,3325.7000000000003,11,3325.0,5,3326.0000000000005,7,3324.8,4,3326.2000000000003,5
