,t,side,price,qty
0,0.0,ask,2143.9,1.0
1,1.0,ask,2140.7000000000003,2.0
2,2.0,ask,2141.3,12.0
3,3.0,ask,2145.6,20.0
4,3.0,ask,2145.9,5.0
5,4.0,ask,2141.6,5.0
6,4.0,ask,2141.7,3.0
7,5.0,ask,2141.2000000000003,11.0
8,6.0,ask,2142.2000000000003,17.0
9,6.0,ask,2142.5000000000005,47.0
10,6.0,ask,2142.6000000000004,6.0
11,7.0,ask,2151.1,6.0
12,8.0,ask,2156.9,9.0
13,8.0,ask,2157.2000000000003,1.0
14,9.0,bid,2154.9,4.0
15,9.0,bid,2155.1,4.0
16,10.0,ask,2151.0,14.0
17,11.0,ask,2167.9,6.0
18,12.0,ask,2166.6,25.0
19,12.0,ask,2166.7,21.0
20,12.0,ask,2167.0,8.0
21,13.0,ask,2166.0,5.0
22,14.0,ask,2164.2000000000003,14.0
23,14.0,ask,2164.3,4.0
24,14.0,ask,2164.7000000000003,5.0
25,15.0,ask,2160.3,17.0
26,15.0,ask,2160.4,6.0
27,16.0,ask,2156.5,4.0
28,16.0,ask,2156.6,3.0
29,17.0,bid,2158.2000000000003,1.0
30,18.0,bid,2156.6,8.0
31,19.0,ask,2156.6,4.0
32,20.0,bid,2158.0,11.0
33,20.0,bid,2158.3,12.0
34,21.0,bid,2158.9,1.0
35,22.0,bid,2142.4,11.0
36,22.0,bid,2142.6,9.0
37,22.0,bid,2142.9,10.0
38,23.0,bid,2153.2000000000003,4.0
39,23.0,bid,2153.7000000000003,13.0
40,23.0,bid,2153.8,4.0
41,24.0,bid,2152.1,1.0
42,25.0,bid,2152.3,5.0
43,26.0,bid,2135.7000000000003,7.0
44,26.0,bid,2135.8,7.0
45,27.0,ask,2138.5,8.0
46,27.0,ask,2138.8,5.0
47,28.0,ask,2143.3,10.0
48,29.0,ask,2144.2000000000003,9.0
49,29.0,ask,2144.4,13.0
50,29.0,ask,2144.5000000000005,12.0
51,30.0,ask,2139.9,9.0
52,30.0,ask,2140.2000000000003,9.0
53,31.0,ask,2127.5,18.0
54,31.0,ask,2127.6,3.0
55,32.0,bid,2129.7000000000003,8.0
56,32.0,bid,2130.0000000000005,4.0
57,32.0,bid,2130.2000000000003,20.0
58,33.0,ask,2130.2000000000003,4.0
59,33.0,ask,2130.3,3.0
60,34.0,ask,2113.6,4.0
61,34.0,ask,2113.7999999999997,4.0
62,34.0,ask,2114.2,2.0
63,35.0,bid,2115.0,2.0
64,35.0,bid,2115.1,22.0
65,36.0,bid,2123.2000000000003,1.0
66,37.0,bid,2106.4,9.0
67,37.0,bid,2106.7000000000003,5.0
68,37.0,bid,2106.8,9.0
69,38.0,bid,2113.4,1.0
70,38.0,bid,2113.6,9.0
71,39.0,ask,2124.5,19.0
72,39.0,ask,2124.7,14.0
73,40.0,bid,2120.1,4.0
74,40.0,bid,2120.3,7.0
75,40.0,bid,2120.4,10.0
76,41.0,bid,2119.7999999999997,6.0
77,41.0,bid,2120.1,14.0
78,42.0,ask,2123.2000000000003,16.0
79,42.0,ask,2123.3,4.0
80,42.0,ask,2123.6000000000004,7.0
81,43.0,bid,2129.7000000000003,4.0
82,43.0,bid,2129.9,6.0
83,43.0,bid,2130.2000000000003,8.0
84,44.0,ask,2127.7000000000003,7.0
85,45.0,ask,2127.2000000000003,10.0
86,45.0,ask,2127.3,6.0
87,45.0,ask,2127.5000000000005,15.0
88,46.0,ask,2119.8,4.0
89,46.0,ask,2119.9,12.0
90,47.0,bid,2097.8,8.0
91,47.0,bid,2098.0,4.0
92,47.0,bid,2098.3,6.0
93,48.0,ask,2069.8,12.0
94,49.0,bid,2084.5,2.0
95,49.0,bid,2084.7,4.0
96,49.0,bid,2085.0,6.0
97,50.0,ask,2078.3,16.0
98,51.0,ask,2004.9,4.0
99,51.0,ask,2005.2,14.0
100,52.0,bid,2059.3,18.0
101,52.0,bid,2059.4,7.0
102,52.0,bid,2059.7000000000003,8.0
103,53.0,ask,2037.0,7.0
104,53.0,ask,2037.2,2.0
105,54.0,bid,2043.4,1.0
106,55.0,bid,2041.5,12.0
107,55.0,bid,2041.8,14.0
108,55.0,bid,2042.0,6.0
109,56.0,bid,2032.3,9.0
110,56.0,bid,2032.4,11.0
111,56.0,bid,2032.7,13.0
112,57.0,ask,2053.2000000000003,5.0
113,58.0,bid,2028.0,12.0
114,58.0,bid,2028.4,10.0
115,58.0,bid,2028.5,9.0
116,59.0,bid,2012.2,2.0
117,60.0,bid,2010.1000000000001,2.0
118,61.0,ask,2045.3000000000002,4.0
119,61.0,ask,2045.4,4.0
120,61.0,ask,2045.8000000000002,4.0
121,62.0,bid,2044.7,4.0
122,62.0,bid,2044.8000000000002,5.0
123,62.0,bid,2044.9,7.0
124,63.0,bid,2071.7000000000003,3.0
125,64.0,bid,2070.6000000000004,3.0
126,64.0,bid,2071.1000000000004,7.0
127,64.0,bid,2071.2000000000003,4.0
128,65.0,ask,2062.4,16.0
129,65.0,ask,2062.7000000000003,8.0
130,66.0,bid,2075.9,2.0
131,66.0,bid,2076.1,4.0
132,67.0,ask,2083.0,20.0
133,67.0,ask,2083.3,15.0
134,67.0,ask,2083.4,10.0
135,68.0,ask,2063.1,16.0
136,68.0,ask,2063.4,24.0
137,69.0,ask,2042.5,9.0
138,69.0,ask,2042.6,13.0
139,70.0,bid,2057.4,9.0
140,70.0,bid,2057.6,18.0
141,70.0,bid,2057.9,7.0
142,71.0,bid,2062.6,3.0
143,71.0,bid,2062.9,6.0
144,72.0,ask,2061.6,17.0
145,72.0,ask,2061.7999999999997,2.0
146,73.0,ask,2054.5,7.0
147,74.0,ask,2049.9,1.0
148,75.0,ask,2059.4,31.0
149,75.0,ask,2059.5,3.0
150,76.0,ask,2027.7,7.0
151,76.0,ask,2027.8,5.0
152,77.0,ask,2030.0,7.0
153,77.0,ask,2030.2,22.0
154,77.0,ask,2030.3,2.0
155,78.0,ask,2016.8000000000002,4.0
156,79.0,ask,2014.4,17.0
157,79.0,ask,2014.7,9.0
158,80.0,bid,2016.7,2.0
159,80.0,bid,2016.8000000000002,6.0
160,80.0,bid,2017.1000000000001,6.0
161,81.0,ask,2006.3000000000002,20.0
162,81.0,ask,2006.4,6.0
163,81.0,ask,2006.5000000000002,14.0
164,82.0,bid,2010.3000000000002,4.0
165,82.0,bid,2010.4,4.0
166,82.0,bid,2010.6000000000001,4.0
167,83.0,ask,1947.0,19.0
168,84.0,ask,1934.3000000000002,8.0
169,84.0,ask,1934.4,5.0
170,84.0,ask,1934.6000000000001,10.0
171,85.0,ask,1987.0,24.0
172,85.0,ask,1987.2,38.0
173,85.0,ask,1987.4,3.0
174,86.0,ask,1975.3000000000002,2.0
175,87.0,ask,1973.1000000000001,9.0
176,87.0,ask,1973.3000000000002,5.0
177,87.0,ask,1973.5000000000002,10.0
178,88.0,bid,1954.2,2.0
179,88.0,bid,1954.5,6.0
180,89.0,ask,1911.1000000000001,9.0
181,89.0,ask,1911.4,32.0
182,90.0,ask,1928.4,6.0
183,90.0,ask,1928.7,2.0
184,91.0,bid,1923.3000000000002,1.0
185,91.0,bid,1923.6000000000001,20.0
186,92.0,bid,1919.3000000000002,12.0
187,92.0,bid,1919.4,12.0
188,93.0,bid,1910.5,4.0
189,93.0,bid,1910.8000000000002,6.0
190,93.0,bid,1910.9,8.0
191,94.0,bid,1890.9,20.0
192,95.0,ask,1893.2,4.0
193,95.0,ask,1893.3,4.0
194,95.0,ask,1893.5,4.0
195,96.0,bid,1873.4,1.0
196,97.0,bid,1910.3000000000002,4.0
197,98.0,bid,1928.9,16.0
198,98.0,bid,1929.3000000000002,12.0
199,98.0,bid,1929.4,40.0
200,99.0,bid,1928.5,15.0
201,99.0,bid,1928.6000000000001,11.0
202,99.0,bid,1928.9,15.0
203,100.0,bid,1924.5,19.0
204,101.0,bid,1856.7,28.0
205,101.0,bid,1857.0,17.0
206,102.0,bid,1881.2000000000003,18.0
207,102.0,bid,1881.7000000000003,5.0
208,102.0,bid,1881.8000000000002,12.0
209,103.0,bid,1881.8000000000002,12.0
210,104.0,ask,1878.4,4.0
211,104.0,ask,1878.7,6.0
212,105.0,bid,1878.5,9.0
213,105.0,bid,1878.8000000000002,11.0
214,105.0,bid,1878.9,17.0
215,106.0,ask,1865.6000000000001,3.0
216,107.0,bid,1897.3,22.0
217,107.0,bid,1897.5,8.0
218,108.0,ask,1895.9,7.0
219,109.0,ask,1883.0,4.0
220,109.0,ask,1883.2,9.0
221,110.0,ask,1871.3000000000002,7.0
222,110.0,ask,1871.6000000000001,14.0
223,110.0,ask,1871.8000000000002,5.0
224,111.0,bid,1858.1000000000001,8.0
225,111.0,bid,1858.2,5.0
226,111.0,bid,1858.4,8.0
227,112.0,ask,1867.6000000000001,4.0
228,112.0,ask,1867.8000000000002,4.0
229,113.0,bid,1948.2000000000003,5.0
230,113.0,bid,1948.3000000000002,4.0
231,114.0,ask,1946.3000000000002,1.0
232,115.0,bid,1944.3,1.0
233,115.0,bid,1944.4,6.0
234,115.0,bid,1944.7,4.0
