,bid_px1,bid_sz1,ask_px1,ask_sz1,bid_px2,bid_sz2,ask_px2,ask_sz2,bid_px3,bid_sz3,ask_px3,ask_sz3
0,2879.5,5,2879.8,7,2879.2,7,2880.1000000000004,9,2879.2,5,2880.1000000000004,6
1,2879.8,4,2880.1000000000004,7,2879.7000000000003,21,2880.2000000000003,58,2879.3,4,2880.6000000000004,7
2,2874.4,12,2874.8,28,2874.1,4,2875.1000000000004,6,2873.8,4,2875.4,4
3,2878.3,4,2878.6000000000004,5,2878.1000000000004,4,2878.8,7,2877.7000000000003,4,2879.2000000000003,7
4,2868.0,11,2868.3,15,2867.9,5,2868.4,7,2867.6,4,2868.7000000000003,4
5,2870.8,18,2871.2000000000003,13,2870.6000000000004,12,2871.4,9,2870.3,7,2871.7000000000003,6
6,2870.5,11,2870.9,8,2870.4,4,2871.0,4,2870.0,5,2871.4,4
7,2873.6000000000004,15,2874.0,5,2873.3,21,2874.3,6,2873.2000000000003,9,2874.4,4
8,2881.2000000000003,14,2881.5,4,2881.0000000000005,19,2881.7,4,2880.8,4,2881.9,4
9,2890.7000000000003,11,2891.0,4,2890.4,7,2891.3,4,2890.3,11,2891.4,4
10,2883.4,10,2883.7000000000003,4,2883.3,14,2883.8,4,2883.1,12,2884.0000000000005,4
11,2881.2000000000003,41,2881.6000000000004,4,2881.1000000000004,11,2881.7000000000003,4,2880.9,7,2881.9000000000005,4
12,2882.2000000000003,4,2882.5,4,2882.1000000000004,9,2882.6,9,2881.6000000000004,4,2883.1,4
13,2877.3,7,2877.6000000000004,6,2877.2000000000003,4,2877.7000000000003,4,2877.0,4,2877.9000000000005,4
14,2884.6000000000004,4,2885.0,6,2884.4000000000005,4,2885.2,4,2884.1000000000004,4,2885.5,4
15,2878.2000000000003,7,2878.6000000000004,16,2878.0000000000005,4,2878.8,4,2877.7000000000003,6,2879.1000000000004,14
16,2872.0,7,2872.3,4,2871.8,12,2872.5,6,2871.6,10,2872.7000000000003,5
17,2873.2000000000003,5,2873.6000000000004,4,2873.0000000000005,12,2873.8,7,2872.8,8,2874.0000000000005,5
18,2876.4,9,2876.7000000000003,4,2876.1,8,2877.0000000000005,4,2876.0,5,2877.1000000000004,4
19,2869.8,11,2870.1000000000004,4,2869.5,5,2870.4000000000005,4,2869.3,21,2870.6000000000004,4
20,2875.8,15,2876.1000000000004,4,2875.7000000000003,10,2876.2000000000003,4,2875.4,4,2876.5000000000005,4
21,2875.1000000000004,47,2875.5,46,2875.0000000000005,21,2875.6,20,2874.8,11,2875.8,10
22,2876.2000000000003,4,2876.6000000000004,5,2876.1000000000004,4,2876.7000000000003,5,2875.8,7,2877.0000000000005,12
23,2876.2000000000003,5,2876.6000000000004,9,2876.1000000000004,4,2876.7000000000003,5,2875.9,5,2876.9000000000005,8
24,2871.7000000000003,7,2872.0,43,2871.4,4,2872.3,24,2871.3,4,2872.4,7
25,2877.1000000000004,4,2877.4,5,2876.8,5,2877.7000000000003,9,2876.6000000000004,4,2877.9,7
26,2874.4,4,2874.7000000000003,12,2874.2000000000003,5,2874.9,43,2874.0,4,2875.1000000000004,9
27,2872.4,4,2872.7000000000003,7,2872.2000000000003,4,2872.9,6,2871.8,4,2873.3,11
28,2873.0,9,2873.4,36,2872.9,4,2873.5,12,2872.5,4,2873.9,4
29,2872.9,5,2873.3,26,2872.6,4,2873.6000000000004,10,2872.7000000000003,4,2873.5,13
30,2877.9,4,2878.3,9,2877.8,4,2878.4,12,2877.6,4,2878.6000000000004,11
31,2874.3,4,2874.7000000000003,14,2874.0,4,2875.0000000000005,10,2873.7000000000003,4,2875.3,14
32,2879.1000000000004,7,2879.5,21,2878.9000000000005,4,2879.7,9,2878.5000000000005,4,2880.1,8
33,2882.7000000000003,4,2883.1000000000004,15,2882.4,4,2883.4000000000005,12,2882.3,4,2883.5000000000005,8
34,2878.9,4,2879.2000000000003,18,2878.6,4,2879.5000000000005,12,2878.7000000000003,4,2879.4,25
35,2884.3,4,2884.6000000000004,16,2884.2000000000003,4,2884.7000000000003,16,2883.7000000000003,4,2885.2000000000003,22
36,2877.0,4,2877.4,20,2876.8,4,2877.6,7,2876.7,4,2877.7000000000003,5
37,2876.2000000000003,4,2876.5,8,2876.1000000000004,4,2876.6,10,2875.7000000000003,4,2877.0,4
38,2883.9,4,2884.2000000000003,17,2883.7000000000003,4,2884.4,6,2883.5,4,2884.6000000000004,11
39,2877.3,4,2877.7000000000003,9,2877.1000000000004,4,2877.9,10,2877.0,5,2878.0000000000005,13
40,2877.0,10,2877.3,18,2876.8,4,2877.5,4,2876.7,4,2877.6000000000004,6
41,2874.7000000000003,16,2875.0,7,2874.6000000000004,8,2875.1,4,2874.3,5,2875.4,4
42,2879.4,26,2879.8,4,2879.1,17,2880.1000000000004,4,2879.1,5,2880.1000000000004,4
43,2877.3,13,2877.6000000000004,6,2877.0,5,2877.9000000000005,4,2876.9,13,2878.0000000000005,6
44,2870.3,17,2870.7000000000003,5,2870.2000000000003,4,2870.8,4,2869.7000000000003,8,2871.3,4
45,2875.4,6,2875.8,7,2875.3,4,2875.9,4,2874.8,7,2876.4,9
46,2877.9,19,2878.2000000000003,7,2877.8,4,2878.3,4,2877.3,8,2878.8,4
47,2883.1000000000004,10,2883.4,4,2882.8,5,2883.7000000000003,4,2882.7000000000003,4,2883.8,4
48,2885.6000000000004,13,2885.9,4,2885.5000000000005,14,2886.0,4,2885.1000000000004,7,2886.4,4
49,2882.5,6,2882.8,4,2882.3,11,2883.0,8,2882.0,5,2883.3,4
50,2885.4,5,2885.8,5,2885.3,4,2885.9,5,2885.0,14,2886.2000000000003,16
51,2891.6000000000004,7,2891.9,7,2891.5000000000005,8,2892.0,8,2891.2000000000003,6,2892.3,5
52,2888.3,4,2888.7000000000003,4,2888.1000000000004,11,2888.9,13,2888.1000000000004,6,2888.9,7
53,2902.8,5,2903.1000000000004,10,2902.6000000000004,4,2903.3,5,2902.3,4,2903.6000000000004,4
54,2912.5,4,2912.9,7,2912.2,7,2913.2000000000003,14,2911.9,13,2913.5,25
55,2921.2000000000003,6,2921.6000000000004,4,2920.9,12,2921.9000000000005,7,2921.0000000000005,13,2921.8,8
56,2929.7000000000003,11,2930.0,8,2929.5000000000005,15,2930.2,12,2929.1000000000004,11,2930.6,9
57,2924.4,17,2924.7000000000003,13,2924.3,9,2924.8,7,2924.1,6,2925.0000000000005,4
58,2931.2000000000003,9,2931.6000000000004,13,2931.1000000000004,9,2931.7000000000003,14,2930.6000000000004,4,2932.2000000000003,7
59,2931.0,20,2931.4,12,2930.9,5,2931.5,4,2930.5,11,2931.9,7
60,2930.9,19,2931.3,4,2930.7000000000003,11,2931.5,4,2930.4,29,2931.8,4
61,2937.6000000000004,5,2937.9,4,2937.5000000000005,31,2938.0,11,2937.4000000000005,7,2938.1,4
62,2955.3,12,2955.7000000000003,4,2955.1000000000004,10,2955.9,4,2954.7000000000003,8,2956.3,4
63,2941.6000000000004,23,2942.0,4,2941.4000000000005,14,2942.2,4,2941.1000000000004,12,2942.5,4
64,2940.3,20,2940.7000000000003,4,2940.1000000000004,11,2940.9,4,2939.9,7,2941.1000000000004,4
65,2938.6000000000004,9,2938.9,4,2938.3,15,2939.2000000000003,4,2938.1000000000004,15,2939.4,4
66,2939.8,8,2940.2000000000003,4,2939.5,9,2940.5000000000005,4,2939.5,4,2940.5000000000005,4
67,2938.8,6,2939.2000000000003,5,2938.7000000000003,7,2939.3,5,2938.4,15,2939.6000000000004,11
68,2941.3,4,2941.6000000000004,5,2941.2000000000003,4,2941.7000000000003,5,2940.7000000000003,6,2942.2000000000003,8
69,2938.2000000000003,17,2938.6000000000004,20,2938.1000000000004,4,2938.7000000000003,4,2937.8,4,2939.0000000000005,4
70,2934.9,6,2935.3,16,2934.6,4,2935.6000000000004,7,2934.7000000000003,4,2935.5,7
71,2934.2000000000003,4,2934.6000000000004,4,2934.1000000000004,12,2934.7000000000003,18,2933.8,4,2935.0000000000005,6
72,2926.7000000000003,4,2927.1000000000004,4,2926.4,8,2927.4000000000005,10,2926.5000000000005,11,2927.3,13
73,2923.1000000000004,13,2923.4,4,2923.0000000000005,10,2923.5,4,2922.8,10,2923.7000000000003,4
74,2921.6000000000004,29,2921.9,4,2921.4000000000005,17,2922.1,4,2921.2000000000003,6,2922.3,4
75,2930.5,40,2930.9,4,2930.2,9,2931.2000000000003,4,2929.9,4,2931.5,4
76,2930.3,12,2930.7000000000003,4,2930.1000000000004,6,2930.9,4,2929.9,18,2931.1000000000004,5
77,2930.7000000000003,6,2931.1000000000004,4,2930.4,15,2931.4000000000005,5,2930.2000000000003,11,2931.6000000000004,4
78,2934.6000000000004,28,2935.0,4,2934.4000000000005,21,2935.2,4,2934.1000000000004,22,2935.5,4
79,2932.0,15,2932.4,4,2931.7,4,2932.7000000000003,4,2931.6,24,2932.8,4
80,2935.3,12,2935.7000000000003,4,2935.1000000000004,5,2935.9,4,2935.0,17,2936.0000000000005,4
81,2929.7000000000003,12,2930.1000000000004,4,2929.6000000000004,9,2930.2000000000003,4,2929.3,4,2930.5000000000005,4
82,2922.0,15,2922.3,5,2921.9,13,2922.4,5,2921.5,4,2922.8,4
83,2914.4,7,2914.7000000000003,4,2914.3,23,2914.8,4,2914.0,11,2915.1000000000004,4
84,2920.6000000000004,20,2920.9,4,2920.3,7,2921.2000000000003,4,2920.3,4,2921.2000000000003,4
85,2915.4,9,2915.7000000000003,4,2915.1,17,2916.0000000000005,4,2915.0,16,2916.1000000000004,4
86,2912.9,8,2913.3,8,2912.7000000000003,19,2913.5,18,2912.4,4,2913.8,4
87,2912.0,4,2912.4,20,2911.9,4,2912.5,5,2911.5,4,2912.9,23
88,2912.2000000000003,4,2912.6000000000004,11,2912.0000000000005,4,2912.8,6,2912.0000000000005,4,2912.8,4
89,2899.5,4,2899.8,4,2899.4,5,2899.9,17,2899.0,4,2900.3,4
90,2898.3,5,2898.7000000000003,5,2898.2000000000003,15,2898.8,14,2898.0,4,2899.0000000000005,4
91,2896.3,14,2896.7000000000003,10,2896.2000000000003,4,2896.8,4,2896.0,6,2897.0000000000005,5
92,2905.7000000000003,9,2906.1000000000004,10,2905.4,9,2906.4000000000005,10,2905.2000000000003,17,2906.6000000000004,18
93,2903.5,4,2903.8,4,2903.2,16,2904.1000000000004,6,2903.0,6,2904.3,4
94,2898.6000000000004,4,2898.9,7,2898.5000000000005,4,2899.0,6,2898.2000000000003,5,2899.3,9
95,2904.1000000000004,7,2904.4,4,2903.8,7,2904.7000000000003,4,2903.7000000000003,5,2904.8,4
96,2903.2000000000003,4,2903.5,4,2903.0000000000005,4,2903.7,4,2902.8,4,2903.9,4
97,2893.8,4,2894.2000000000003,13,2893.7000000000003,4,2894.3,10,2893.3,4,2894.7000000000003,8
98,2890.3,4,2890.6000000000004,19,2890.0,4,2890.9000000000005,16,2889.8,4,2891.1000000000004,18
99,2892.2000000000003,4,2892.6000000000004,9,2892.0000000000005,4,2892.8,14,2891.7000000000003,4,2893.1000000000004,20
100,2891.7000000000003,4,2892.0,7,2891.6000000000004,4,2892.1,8,2891.1000000000004,4,2892.6,5
101,2882.5,4,2882.8,20,2882.3,4,2883.0,20,2882.1,4,2883.2000000000003,11
102,2892.7000000000003,4,2893.1000000000004,14,2892.5000000000005,4,2893.3,17,2892.4,4,2893.4000000000005,4
103,2897.0,4,2897.4,11,2896.8,7,2897.6,23,2896.6,4,2897.8,7
104,2898.9,4,2899.3,26,2898.6,4,2899.6000000000004,14,2898.4,4,2899.8,19
105,2909.8,4,2910.2000000000003,4,2909.7000000000003,4,2910.3,7,2909.3,4,2910.7000000000003,20
106,2907.6000000000004,4,2907.9,11,2907.3,5,2908.2000000000003,13,2907.1000000000004,4,2908.4,7
107,2901.6000000000004,18,2902.0,14,2901.3,5,2902.3,4,2901.3,7,2902.3,5
108,2903.2000000000003,6,2903.5,10,2903.0000000000005,7,2903.7,12,2902.8,8,2903.9,15
109,2901.9,5,2902.3,12,2901.8,5,2902.4,13,2901.6,10,2902.6000000000004,25
110,2900.0,6,2900.4,6,2899.9,5,2900.5,4,2899.6,4,2900.8,4
111,2898.7000000000003,4,2899.1000000000004,4,2898.4,7,2899.4000000000005,8,2898.5000000000005,11,2899.3,12
112,2900.1000000000004,6,2900.4,6,2899.9000000000005,28,2900.6,31,2899.7000000000003,12,2900.8,13
113,2903.9,27,2904.3,37,2903.8,8,2904.4,11,2903.5,4,2904.7000000000003,4
114,2902.0,4,2902.4,4,2901.8,4,2902.6,4,2901.5,4,2902.9,4
115,2897.7000000000003,8,2898.1000000000004,4,2897.4,19,2898.4000000000005,4,2897.3,7,2898.5000000000005,4
116,2907.9,13,2908.3,4,2907.6,14,2908.6000000000004,4,2907.4,8,2908.8,4
117,2916.8,38,2917.1000000000004,10,2916.5,19,2917.4000000000005,5,2916.5,4,2917.4000000000005,4
118,2914.7000000000003,17,2915.0,5,2914.6000000000004,29,2915.1,9,2914.1000000000004,25,2915.6,8
119,2921.0,4,2921.3,4,2920.8,4,2921.5,4,2920.6,8,2921.7000000000003,7
120,2903.3,14,2903.7000000000003,28,2903.1000000000004,4,2903.9,8,2902.7000000000003,5,2904.3,10
121,2905.2000000000003,4,2905.6000000000004,12,2905.1000000000004,4,2905.7000000000003,7,2904.8,4,2906.0000000000005,6
122,2908.6000000000004,4,2908.9,4,2908.4000000000005,5,2909.1,11,2908.2000000000003,4,2909.3,8
123,2915.3,5,2915.7000000000003,34,2915.2000000000003,4,2915.8,8,2914.9,4,2916.1000000000004,24
124,2913.1000000000004,4,2913.5,9,2912.8,4,2913.8,5,2912.7000000000003,4,2913.9,6
125,2911.5,10,2911.8,19,2911.3,5,2912.0,8,2911.2,4,2912.1000000000004,4
126,2910.5,4,2910.8,7,2910.4,4,2910.9,15,2910.0,4,2911.3,9
127,2906.5,4,2906.9,16,2906.2,4,2907.2000000000003,11,2906.1,4,2907.3,9
128,2912.2000000000003,5,2912.6000000000004,10,2912.0000000000005,4,2912.8,6,2911.8,4,2913.0000000000005,5
129,2911.5,5,2911.9,11,2911.3,4,2912.1,10,2911.1,4,2912.3,4
130,2912.3,4,2912.6000000000004,4,2912.0,4,2912.9000000000005,8,2912.1000000000004,4,2912.8,17
131,2912.6000000000004,10,2912.9,26,2912.4000000000005,11,2913.1,28,2912.4000000000005,6,2913.1,14
132,2909.0,4,2909.4,15,2908.7,4,2909.7000000000003,10,2908.8,4,2909.6,17
133,2907.0,7,2907.4,5,2906.9,10,2907.5,7,2906.7,13,2907.7000000000003,10
134,2914.7000000000003,4,2915.1000000000004,4,2914.4,23,2915.4000000000005,19,2914.4,21,2915.4000000000005,17
135,2913.8,84,2914.1000000000004,16,2913.5,17,2914.4000000000005,4,2913.5,21,2914.4000000000005,4
136,2915.1000000000004,12,2915.4,4,2915.0000000000005,7,2915.5,4,2914.8,17,2915.7000000000003,4
137,2918.0,10,2918.4,4,2917.7,12,2918.7000000000003,4,2917.6,15,2918.8,4
138,2915.0,14,2915.3,4,2914.9,50,2915.4,4,2914.6,8,2915.7000000000003,4
139,2915.9,44,2916.2000000000003,4,2915.7000000000003,18,2916.4,4,2915.6,12,2916.5000000000005,4
140,2906.9,26,2907.2000000000003,4,2906.7000000000003,10,2907.4,4,2906.3,7,2907.8,4
141,2899.9,16,2900.2000000000003,4,2899.8,10,2900.3,4,2899.5,9,2900.6000000000004,4
142,2895.5,58,2895.8,22,2895.2,21,2896.1000000000004,8,2895.1,4,2896.2000000000003,4
143,2899.6000000000004,11,2900.0,4,2899.5000000000005,9,2900.1,4,2899.4000000000005,7,2900.2,4
144,2900.1000000000004,9,2900.5,4,2900.0000000000005,14,2900.6,4,2899.5000000000005,22,2901.1,4
145,2893.6000000000004,19,2893.9,4,2893.4000000000005,12,2894.1,4,2893.0000000000005,25,2894.5,4
146,2906.4,39,2906.8,4,2906.3,8,2906.9,4,2906.0,12,2907.2000000000003,4
147,2912.5,10,2912.9,4,2912.3,25,2913.1,4,2912.0,4,2913.4,4
148,2913.2000000000003,21,2913.5,4,2913.0000000000005,12,2913.7,4,2912.8,8,2913.9,4
149,2905.6000000000004,35,2906.0,4,2905.3,32,2906.3,4,2905.2000000000003,7,2906.4,4
150,2910.0,11,2910.4,4,2909.9,30,2910.5,4,2909.6,29,2910.8,4
151,2911.0,20,2911.3,4,2910.8,12,2911.5,4,2910.5,4,2911.8,4
152,2901.7000000000003,8,2902.0,4,2901.5000000000005,5,2902.2,4,2901.3,12,2902.4,4
