,bid_px1,bid_sz1,ask_px1,ask_sz1,bid_px2,bid_sz2,ask_px2,ask_sz2,bid_px3,bid_sz3,ask_px3,ask_sz3
0,5257.3,10,5257.6,4,5257.0,13,5257.900000000001,4,5256.7,15,5258.200000000001,4
1,5255.900000000001,18,5256.200000000001,4,5255.700000000001,8,5256.400000000001,4,5255.6,12,5256.500000000001,4
2,5254.400000000001,21,5254.8,4,5254.1,52,5255.1,4,5254.000000000001,14,5255.2,4
3,5250.1,16,5250.400000000001,4,5249.900000000001,15,5250.6,4,5249.700000000001,10,5250.8,4
4,5247.0,8,5247.3,4,5246.9,4,5247.400000000001,4,5246.5,27,5247.8,9
5,5264.6,10,5264.900000000001,4,5264.400000000001,6,5265.1,4,5264.200000000001,19,5265.3,4
6,5254.0,26,5254.400000000001,6,5253.9,12,5254.500000000001,4,5253.6,18,5254.8,4
7,5248.3,19,5248.6,4,5248.2,20,5248.700000000001,4,5247.8,16,5249.1,4
8,5243.1,5,5243.400000000001,4,5242.900000000001,11,5243.6,4,5242.6,22,5243.900000000001,4
9,5256.0,20,5256.3,4,5255.9,13,5256.400000000001,4,5255.7,8,5256.6,4
10,5260.6,5,5260.900000000001,4,5260.3,6,5261.200000000001,4,5260.3,26,5261.200000000001,4
11,5263.700000000001,11,5264.1,4,5263.500000000001,5,5264.3,4,5263.300000000001,22,5264.5,4
12,5263.200000000001,18,5263.6,4,5262.900000000001,9,5263.900000000001,4,5263.000000000001,7,5263.8,4
13,5268.400000000001,6,5268.8,4,5268.1,21,5269.1,4,5268.000000000001,5,5269.2,4
14,5272.900000000001,9,5273.200000000001,4,5272.700000000001,24,5273.400000000001,9,5272.500000000001,5,5273.6,4
15,5272.400000000001,16,5272.8,4,5272.3,18,5272.900000000001,4,5272.000000000001,9,5273.2,4
16,5255.3,14,5255.700000000001,4,5255.0,9,5256.000000000001,4,5254.7,10,5256.300000000001,4
17,5270.0,5,5270.400000000001,4,5269.7,4,5270.700000000001,4,5269.5,7,5270.900000000001,4
18,5279.3,24,5279.700000000001,4,5279.1,9,5279.900000000001,4,5278.8,19,5280.200000000001,4
